NPRODUCTO,CONCURSO,R1,R2,R3,R4,R5,FECHA,Multiplicador
60,30512,4,1,7,6,9,08/05/2023,SI
60,30511,0,0,6,9,4,08/05/2023,SI
60,30510,8,2,7,9,8,08/05/2023,SI
60,30509,2,9,7,2,7,08/05/2023,SI
60,30508,5,3,8,9,3,08/05/2023,SI
60,30507,4,5,2,2,2,07/05/2023,SI
60,30506,6,8,5,9,0,07/05/2023,NO
60,30505,4,7,5,9,6,07/05/2023,NO
60,30504,8,6,5,9,8,07/05/2023,SI
60,30503,8,7,2,1,7,07/05/2023,NO
60,30502,5,4,1,5,1,06/05/2023,SI
60,30501,3,7,0,7,7,06/05/2023,NO
60,30500,4,7,7,2,7,06/05/2023,NO
60,30499,4,1,3,7,1,06/05/2023,NO
60,30498,3,0,8,7,0,06/05/2023,NO
60,30497,3,7,7,4,3,05/05/2023,NO
60,30496,4,0,1,6,7,05/05/2023,NO
60,30495,2,3,7,9,8,05/05/2023,NO
60,30494,8,1,6,7,9,05/05/2023,NO
60,30493,8,6,9,7,3,05/05/2023,SI
60,30492,8,6,0,5,7,04/05/2023,SI
60,30491,4,2,0,8,5,04/05/2023,SI
60,30490,5,8,2,8,3,04/05/2023,SI
60,30489,7,5,2,2,5,04/05/2023,SI
60,30488,3,7,5,4,6,04/05/2023,NO
60,30487,2,9,9,7,3,03/05/2023,NO
60,30486,3,3,7,1,9,03/05/2023,SI
60,30485,9,7,2,5,3,03/05/2023,SI
60,30484,0,0,3,7,8,03/05/2023,NO
60,30483,6,7,4,8,8,03/05/2023,NO
60,30482,7,2,2,4,0,02/05/2023,NO
60,30481,0,0,0,4,7,02/05/2023,NO
60,30480,7,5,3,4,9,02/05/2023,SI
60,30479,1,0,8,3,4,02/05/2023,NO
60,30478,3,7,2,9,7,02/05/2023,SI
60,30477,6,1,2,7,2,01/05/2023,SI
60,30476,7,2,1,0,0,01/05/2023,NO
60,30475,4,8,7,1,4,01/05/2023,NO
60,30474,1,4,3,5,9,01/05/2023,NO
60,30473,3,1,5,6,4,01/05/2023,SI
60,30472,2,0,9,4,2,30/04/2023,NO
60,30471,8,1,0,7,6,30/04/2023,NO
60,30470,9,8,6,9,2,30/04/2023,NO
60,30469,4,6,5,1,2,30/04/2023,NO
60,30468,9,9,1,0,5,30/04/2023,NO
60,30467,7,9,7,9,4,29/04/2023,NO
60,30466,7,5,7,5,0,29/04/2023,NO
60,30465,3,2,8,4,6,29/04/2023,NO
60,30464,0,2,3,2,7,29/04/2023,SI
60,30463,4,1,5,8,9,29/04/2023,NO
60,30462,5,5,8,3,2,28/04/2023,SI
60,30461,4,4,7,0,0,28/04/2023,NO
60,30460,1,3,3,8,8,28/04/2023,SI
60,30459,0,2,6,2,4,28/04/2023,NO
60,30458,2,0,2,4,0,28/04/2023,NO
60,30457,2,2,3,2,6,27/04/2023,SI
60,30456,4,9,1,1,2,27/04/2023,NO
60,30455,6,0,6,4,7,27/04/2023,SI
60,30454,2,8,3,7,7,27/04/2023,NO
60,30453,4,7,3,9,4,27/04/2023,SI
60,30452,2,7,3,0,0,26/04/2023,SI
60,30451,3,6,0,8,6,26/04/2023,NO
60,30450,8,0,6,7,3,26/04/2023,NO
60,30449,2,2,5,2,8,26/04/2023,NO
60,30448,0,2,0,1,1,26/04/2023,NO
60,30447,4,4,8,8,3,25/04/2023,NO
60,30446,4,0,9,3,2,25/04/2023,NO
60,30445,3,9,1,5,2,25/04/2023,SI
60,30444,8,9,1,4,5,25/04/2023,SI
60,30443,0,8,2,6,2,25/04/2023,NO
60,30442,1,2,4,8,3,24/04/2023,NO
60,30441,3,1,8,3,5,24/04/2023,NO
60,30440,4,6,1,8,3,24/04/2023,SI
60,30439,4,2,5,3,4,24/04/2023,NO
60,30438,2,6,0,6,0,24/04/2023,SI
60,30437,8,0,9,2,2,23/04/2023,NO
60,30436,9,3,1,2,4,23/04/2023,NO
60,30435,6,7,3,6,7,23/04/2023,SI
60,30434,0,9,9,6,0,23/04/2023,SI
60,30433,7,4,2,0,6,23/04/2023,NO
60,30432,2,6,3,6,6,22/04/2023,SI
60,30431,6,5,8,3,4,22/04/2023,NO
60,30430,9,7,5,8,5,22/04/2023,SI
60,30429,7,1,0,1,3,22/04/2023,SI
60,30428,3,5,2,8,8,22/04/2023,SI
60,30427,5,3,2,4,6,21/04/2023,NO
60,30426,1,9,5,9,3,21/04/2023,SI
60,30425,5,8,8,1,1,21/04/2023,NO
60,30424,5,1,7,6,4,21/04/2023,NO
60,30423,7,8,0,3,9,21/04/2023,SI
60,30422,4,9,9,0,3,20/04/2023,NO
60,30421,9,9,2,0,2,20/04/2023,NO
60,30420,3,4,0,2,5,20/04/2023,NO
60,30419,0,7,6,3,0,20/04/2023,NO
60,30418,5,9,5,6,9,20/04/2023,SI
60,30417,4,6,4,0,5,19/04/2023,NO
60,30416,1,6,3,0,0,19/04/2023,NO
60,30415,5,3,7,1,0,19/04/2023,SI
60,30414,5,6,5,0,3,19/04/2023,SI
60,30413,0,2,4,1,2,19/04/2023,SI
60,30412,7,1,7,6,0,18/04/2023,NO
60,30411,7,9,7,0,4,18/04/2023,SI
60,30410,4,2,7,7,5,18/04/2023,SI
60,30409,0,5,6,7,9,18/04/2023,NO
60,30408,3,7,0,1,0,18/04/2023,NO
60,30407,8,9,7,2,5,17/04/2023,SI
60,30406,3,5,1,5,6,17/04/2023,NO
60,30405,8,9,4,5,8,17/04/2023,NO
60,30404,5,3,3,7,4,17/04/2023,NO
60,30403,2,9,6,6,5,17/04/2023,SI
60,30402,7,5,4,6,2,16/04/2023,NO
60,30401,1,0,2,8,1,16/04/2023,NO
60,30400,6,5,6,1,4,16/04/2023,SI
60,30399,6,2,6,3,4,16/04/2023,NO
60,30398,7,0,3,5,2,16/04/2023,NO
60,30397,2,0,2,4,2,15/04/2023,NO
60,30396,9,0,5,2,8,15/04/2023,SI
60,30395,6,7,1,0,1,15/04/2023,NO
60,30394,7,9,3,7,8,15/04/2023,NO
60,30393,1,2,4,7,3,15/04/2023,SI
60,30392,7,0,4,6,0,14/04/2023,NO
60,30391,2,9,8,8,0,14/04/2023,NO
60,30390,5,3,8,5,7,14/04/2023,NO
60,30389,8,5,6,4,1,14/04/2023,NO
60,30388,5,5,5,4,9,14/04/2023,NO
60,30387,2,2,5,9,7,13/04/2023,NO
60,30386,5,8,4,3,8,13/04/2023,NO
60,30385,8,8,1,0,6,13/04/2023,NO
60,30384,0,5,8,2,2,13/04/2023,SI
60,30383,7,1,0,8,4,13/04/2023,SI
60,30382,9,9,1,0,6,12/04/2023,NO
60,30381,5,5,5,5,8,12/04/2023,SI
60,30380,5,0,6,6,3,12/04/2023,NO
60,30379,1,7,2,4,8,12/04/2023,NO
60,30378,1,0,3,9,8,12/04/2023,SI
60,30377,8,3,8,6,6,11/04/2023,NO
60,30376,4,3,4,5,7,11/04/2023,NO
60,30375,5,1,7,1,1,11/04/2023,NO
60,30374,8,8,4,5,8,11/04/2023,NO
60,30373,8,7,2,2,4,11/04/2023,NO
60,30372,4,5,2,3,9,10/04/2023,NO
60,30371,5,5,8,2,2,10/04/2023,NO
60,30370,1,1,6,5,9,10/04/2023,NO
60,30369,8,8,9,1,8,10/04/2023,NO
60,30368,3,9,5,2,7,10/04/2023,NO
60,30367,9,6,2,5,8,09/04/2023,SI
60,30366,6,9,5,5,6,09/04/2023,SI
60,30365,8,4,9,9,5,09/04/2023,NO
60,30364,6,4,1,2,9,09/04/2023,NO
60,30363,7,8,6,6,8,09/04/2023,SI
60,30362,3,7,5,3,1,08/04/2023,NO
60,30361,9,3,0,4,5,08/04/2023,NO
60,30360,6,4,3,3,1,08/04/2023,SI
60,30359,8,1,0,8,1,08/04/2023,NO
60,30358,0,1,4,5,6,08/04/2023,SI
60,30357,2,3,0,3,9,07/04/2023,SI
60,30356,8,4,5,3,2,07/04/2023,NO
60,30355,4,3,7,0,6,07/04/2023,NO
60,30354,7,0,6,6,2,07/04/2023,NO
60,30353,0,6,2,0,6,07/04/2023,SI
60,30352,4,0,2,9,0,06/04/2023,SI
60,30351,2,8,2,7,2,06/04/2023,NO
60,30350,6,6,3,0,5,06/04/2023,NO
60,30349,8,0,2,3,2,06/04/2023,NO
60,30348,9,4,3,3,2,06/04/2023,SI
60,30347,9,7,3,6,6,05/04/2023,NO
60,30346,2,5,2,1,4,05/04/2023,NO
60,30345,8,4,2,8,8,05/04/2023,NO
60,30344,4,2,4,9,4,05/04/2023,NO
60,30343,1,1,0,3,6,05/04/2023,NO
60,30342,4,0,8,8,1,04/04/2023,NO
60,30341,8,7,5,2,8,04/04/2023,SI
60,30340,2,6,0,6,0,04/04/2023,NO
60,30339,9,4,4,2,9,04/04/2023,NO
60,30338,4,2,1,1,6,04/04/2023,SI
60,30337,6,2,6,7,0,03/04/2023,NO
60,30336,2,7,6,2,1,03/04/2023,NO
60,30335,3,2,8,1,3,03/04/2023,NO
60,30334,6,8,0,1,4,03/04/2023,NO
60,30333,9,3,2,8,2,03/04/2023,NO
60,30332,3,0,7,7,9,02/04/2023,NO
60,30331,6,8,3,6,7,02/04/2023,NO
60,30330,8,5,1,0,6,02/04/2023,NO
60,30329,0,6,2,7,5,02/04/2023,NO
60,30328,2,1,8,8,9,02/04/2023,NO
60,30327,0,1,4,1,9,01/04/2023,NO
60,30326,8,8,7,9,3,01/04/2023,SI
60,30325,6,9,4,9,1,01/04/2023,NO
60,30324,5,0,0,1,1,01/04/2023,NO
60,30323,3,8,6,4,8,01/04/2023,NO
60,30322,9,7,9,1,8,31/03/2023,SI
60,30321,1,4,3,5,1,31/03/2023,NO
60,30320,8,5,6,9,3,31/03/2023,NO
60,30319,5,2,5,1,9,31/03/2023,NO
60,30318,3,9,3,7,2,31/03/2023,NO
60,30317,2,3,8,2,8,30/03/2023,NO
60,30316,7,5,9,6,1,30/03/2023,SI
60,30315,7,1,3,5,4,30/03/2023,NO
60,30314,3,5,8,9,6,30/03/2023,SI
60,30313,0,0,7,4,6,30/03/2023,NO
60,30312,5,5,7,3,9,29/03/2023,SI
60,30311,2,3,3,3,4,29/03/2023,NO
60,30310,9,2,4,1,3,29/03/2023,NO
60,30309,3,7,7,2,3,29/03/2023,SI
60,30308,4,3,3,5,4,29/03/2023,NO
60,30307,5,0,9,1,0,28/03/2023,NO
60,30306,4,4,5,5,4,28/03/2023,SI
60,30305,3,9,3,7,5,28/03/2023,NO
60,30304,3,8,9,6,0,28/03/2023,SI
60,30303,2,1,6,3,3,28/03/2023,NO
60,30302,3,4,4,3,2,27/03/2023,SI
60,30301,0,4,4,2,9,27/03/2023,NO
60,30300,8,9,9,4,2,27/03/2023,NO
60,30299,8,8,7,6,1,27/03/2023,NO
60,30298,3,5,1,9,2,27/03/2023,SI
60,30297,0,7,4,3,3,26/03/2023,NO
60,30296,7,7,0,6,1,26/03/2023,SI
60,30295,9,4,3,5,3,26/03/2023,NO
60,30294,6,8,5,6,0,26/03/2023,SI
60,30293,0,5,0,7,3,26/03/2023,NO
60,30292,3,7,7,6,5,25/03/2023,SI
60,30291,0,0,3,9,6,25/03/2023,SI
60,30290,6,9,4,3,4,25/03/2023,SI
60,30289,8,0,0,3,8,25/03/2023,NO
60,30288,1,5,6,2,7,25/03/2023,NO
60,30287,3,3,2,1,9,24/03/2023,NO
60,30286,4,3,5,3,0,24/03/2023,NO
60,30285,7,8,5,7,3,24/03/2023,NO
60,30284,5,2,8,9,8,24/03/2023,NO
60,30283,9,6,9,5,3,24/03/2023,NO
60,30282,1,3,4,2,6,23/03/2023,SI
60,30281,5,4,7,2,5,23/03/2023,NO
60,30280,7,8,6,5,9,23/03/2023,NO
60,30279,4,4,3,5,8,23/03/2023,NO
60,30278,7,6,3,6,5,23/03/2023,NO
60,30277,7,6,2,5,1,22/03/2023,SI
60,30276,8,3,5,1,2,22/03/2023,SI
60,30275,9,9,7,6,0,22/03/2023,SI
60,30274,3,9,8,6,2,22/03/2023,NO
60,30273,7,0,3,6,0,22/03/2023,SI
60,30272,4,6,9,3,1,21/03/2023,SI
60,30271,6,1,9,6,5,21/03/2023,NO
60,30270,3,4,9,0,8,21/03/2023,NO
60,30269,3,7,5,1,2,21/03/2023,SI
60,30268,5,6,9,5,0,21/03/2023,SI
60,30267,9,5,8,9,4,20/03/2023,SI
60,30266,0,0,7,3,5,20/03/2023,SI
60,30265,9,2,2,6,8,20/03/2023,NO
60,30264,2,0,7,5,1,20/03/2023,NO
60,30263,0,6,6,8,0,20/03/2023,SI
60,30262,6,9,0,9,1,19/03/2023,NO
60,30261,9,5,4,3,8,19/03/2023,NO
60,30260,4,0,4,4,4,19/03/2023,NO
60,30259,7,4,5,7,8,19/03/2023,NO
60,30258,9,1,2,9,2,19/03/2023,NO
60,30257,2,3,7,0,2,18/03/2023,NO
60,30256,2,5,7,0,6,18/03/2023,NO
60,30255,2,5,7,9,4,18/03/2023,NO
60,30254,5,4,2,3,0,18/03/2023,NO
60,30253,1,1,0,5,1,18/03/2023,SI
60,30252,6,6,7,0,1,17/03/2023,SI
60,30251,4,2,7,5,2,17/03/2023,NO
60,30250,9,6,0,6,8,17/03/2023,SI
60,30249,7,4,1,7,7,17/03/2023,NO
60,30248,1,1,1,9,9,17/03/2023,SI
60,30247,1,2,0,4,7,16/03/2023,SI
60,30246,7,5,0,4,3,16/03/2023,SI
60,30245,5,9,4,0,0,16/03/2023,NO
60,30244,2,5,1,4,6,16/03/2023,NO
60,30243,1,6,0,6,5,16/03/2023,NO
60,30242,7,8,2,4,0,15/03/2023,NO
60,30241,5,3,0,2,5,15/03/2023,NO
60,30240,1,4,3,7,0,15/03/2023,NO
60,30239,3,9,2,8,1,15/03/2023,NO
60,30238,6,7,9,6,4,15/03/2023,NO
60,30237,1,3,5,2,5,14/03/2023,SI
60,30236,1,5,9,3,7,14/03/2023,SI
60,30235,7,7,0,3,3,14/03/2023,NO
60,30234,2,3,5,8,0,14/03/2023,NO
60,30233,5,7,1,8,6,14/03/2023,NO
60,30232,9,6,6,9,3,13/03/2023,NO
60,30231,3,3,2,5,1,13/03/2023,NO
60,30230,7,5,0,0,0,13/03/2023,SI
60,30229,6,9,6,3,6,13/03/2023,NO
60,30228,1,2,5,6,2,13/03/2023,NO
60,30227,2,4,7,6,7,12/03/2023,SI
60,30226,2,5,2,9,7,12/03/2023,SI
60,30225,1,6,9,2,2,12/03/2023,NO
60,30224,8,5,7,2,6,12/03/2023,SI
60,30223,5,3,6,1,3,12/03/2023,NO
60,30222,5,4,6,5,1,11/03/2023,SI
60,30221,9,5,4,1,3,11/03/2023,SI
60,30220,0,3,5,1,3,11/03/2023,NO
60,30219,6,3,4,1,6,11/03/2023,SI
60,30218,8,1,9,2,7,11/03/2023,NO
60,30217,3,2,6,5,0,10/03/2023,NO
60,30216,3,2,4,8,9,10/03/2023,SI
60,30215,7,8,3,6,7,10/03/2023,NO
60,30214,3,4,1,8,9,10/03/2023,NO
60,30213,1,5,6,4,8,10/03/2023,SI
60,30212,7,2,6,1,4,09/03/2023,NO
60,30211,5,9,7,1,6,09/03/2023,NO
60,30210,8,9,7,6,4,09/03/2023,NO
60,30209,0,9,5,6,9,09/03/2023,NO
60,30208,1,4,0,9,6,09/03/2023,SI
60,30207,0,4,7,3,0,08/03/2023,NO
60,30206,1,9,8,7,2,08/03/2023,SI
60,30205,3,9,9,5,0,08/03/2023,SI
60,30204,9,3,3,0,9,08/03/2023,NO
60,30203,7,7,8,8,1,08/03/2023,NO
60,30202,1,2,2,6,2,07/03/2023,SI
60,30201,5,8,7,9,7,07/03/2023,NO
60,30200,2,7,5,9,9,07/03/2023,NO
60,30199,1,2,4,2,8,07/03/2023,SI
60,30198,0,8,6,8,1,07/03/2023,SI
60,30197,9,8,0,2,5,06/03/2023,NO
60,30196,1,1,9,9,7,06/03/2023,NO
60,30195,4,4,5,9,8,06/03/2023,NO
60,30194,1,4,1,9,1,06/03/2023,NO
60,30193,4,2,9,3,4,06/03/2023,SI
60,30192,5,8,5,5,2,05/03/2023,NO
60,30191,2,3,9,6,3,05/03/2023,NO
60,30190,6,3,5,4,4,05/03/2023,NO
60,30189,7,5,0,1,8,05/03/2023,NO
60,30188,0,6,0,3,3,05/03/2023,SI
60,30187,1,1,8,2,3,04/03/2023,SI
60,30186,2,7,7,2,0,04/03/2023,NO
60,30185,9,0,6,4,3,04/03/2023,NO
60,30184,8,3,9,7,4,04/03/2023,SI
60,30183,5,5,7,0,8,04/03/2023,NO
60,30182,4,8,0,8,3,03/03/2023,SI
60,30181,0,8,9,4,4,03/03/2023,SI
60,30180,8,6,7,0,0,03/03/2023,NO
60,30179,8,8,9,7,1,03/03/2023,NO
60,30178,6,7,0,1,2,03/03/2023,SI
60,30177,2,2,1,1,0,02/03/2023,NO
60,30176,9,1,5,8,6,02/03/2023,NO
60,30175,7,6,7,1,3,02/03/2023,NO
60,30174,2,4,7,1,7,02/03/2023,NO
60,30173,0,3,7,1,2,02/03/2023,NO
60,30172,5,6,6,4,2,01/03/2023,NO
60,30171,3,7,8,9,4,01/03/2023,NO
60,30170,8,8,2,3,7,01/03/2023,NO
60,30169,0,7,6,8,7,01/03/2023,NO
60,30168,8,5,9,3,4,01/03/2023,NO
60,30167,9,2,8,9,5,28/02/2023,SI
60,30166,5,4,1,5,3,28/02/2023,SI
60,30165,9,3,4,0,4,28/02/2023,NO
60,30164,1,0,9,7,2,28/02/2023,NO
60,30163,4,0,2,8,1,28/02/2023,SI
60,30162,4,1,5,6,3,27/02/2023,SI
60,30161,0,1,2,8,6,27/02/2023,NO
60,30160,3,1,8,4,1,27/02/2023,NO
60,30159,2,3,5,3,2,27/02/2023,SI
60,30158,7,6,7,2,1,27/02/2023,NO
60,30157,7,8,2,4,0,26/02/2023,SI
60,30156,6,6,7,3,7,26/02/2023,NO
60,30155,1,8,3,5,6,26/02/2023,SI
60,30154,5,6,1,5,5,26/02/2023,NO
60,30153,7,0,3,0,4,26/02/2023,NO
60,30152,6,0,3,3,0,25/02/2023,NO
60,30151,8,5,9,4,2,25/02/2023,NO
60,30150,8,2,4,7,9,25/02/2023,SI
60,30149,4,5,2,5,4,25/02/2023,NO
60,30148,5,8,5,3,9,25/02/2023,NO
60,30147,1,7,2,0,7,24/02/2023,SI
60,30146,1,9,0,6,4,24/02/2023,NO
60,30145,9,4,4,5,9,24/02/2023,SI
60,30144,9,0,2,4,4,24/02/2023,SI
60,30143,8,6,9,1,3,24/02/2023,NO
60,30142,9,9,3,1,3,23/02/2023,SI
60,30141,1,3,6,7,4,23/02/2023,NO
60,30140,5,3,8,6,8,23/02/2023,SI
60,30139,7,9,5,2,0,23/02/2023,NO
60,30138,5,2,8,4,8,23/02/2023,NO
60,30137,0,7,3,9,8,22/02/2023,NO
60,30136,9,8,6,1,3,22/02/2023,SI
60,30135,3,4,8,5,6,22/02/2023,SI
60,30134,6,3,8,1,1,22/02/2023,SI
60,30133,3,4,9,2,1,22/02/2023,NO
60,30132,7,4,2,4,5,21/02/2023,SI
60,30131,5,1,8,3,2,21/02/2023,NO
60,30130,7,5,6,6,0,21/02/2023,SI
60,30129,5,9,0,7,5,21/02/2023,NO
60,30128,2,5,3,9,8,21/02/2023,NO
60,30127,3,8,6,1,8,20/02/2023,NO
60,30126,0,5,9,5,2,20/02/2023,SI
60,30125,3,1,9,3,3,20/02/2023,NO
60,30124,6,6,2,4,6,20/02/2023,NO
60,30123,6,2,6,5,7,20/02/2023,NO
60,30122,9,4,2,3,2,19/02/2023,NO
60,30121,6,4,4,3,1,19/02/2023,NO
60,30120,5,9,4,1,7,19/02/2023,NO
60,30119,9,9,0,0,9,19/02/2023,NO
60,30118,0,0,7,3,0,19/02/2023,NO
60,30117,2,7,6,9,2,18/02/2023,SI
60,30116,2,6,6,0,4,18/02/2023,NO
60,30115,2,2,5,8,0,18/02/2023,NO
60,30114,0,6,8,2,5,18/02/2023,NO
60,30113,1,8,9,6,3,18/02/2023,SI
60,30112,4,9,3,2,1,17/02/2023,NO
60,30111,5,7,3,2,0,17/02/2023,SI
60,30110,4,5,0,3,9,17/02/2023,SI
60,30109,8,7,0,2,8,17/02/2023,NO
60,30108,4,0,7,5,5,17/02/2023,NO
60,30107,6,7,7,7,7,16/02/2023,NO
60,30106,7,8,4,0,9,16/02/2023,NO
60,30105,5,2,3,4,8,16/02/2023,NO
60,30104,9,4,5,0,4,16/02/2023,SI
60,30103,3,2,8,0,2,16/02/2023,NO
60,30102,9,9,7,1,1,15/02/2023,NO
60,30101,3,6,1,0,1,15/02/2023,NO
60,30100,5,7,2,0,3,15/02/2023,NO
60,30099,8,7,2,5,7,15/02/2023,NO
60,30098,5,1,9,9,8,15/02/2023,SI
60,30097,9,5,3,4,5,14/02/2023,NO
60,30096,3,2,0,5,6,14/02/2023,NO
60,30095,5,8,8,8,0,14/02/2023,NO
60,30094,8,9,4,2,3,14/02/2023,NO
60,30093,9,2,6,5,0,14/02/2023,SI
60,30092,2,5,1,5,3,13/02/2023,NO
60,30091,3,0,3,0,3,13/02/2023,NO
60,30090,0,1,9,6,1,13/02/2023,NO
60,30089,4,6,3,1,1,13/02/2023,SI
60,30088,4,2,8,9,1,13/02/2023,SI
60,30087,9,4,7,0,9,12/02/2023,NO
60,30086,3,4,3,5,9,12/02/2023,NO
60,30085,7,2,5,6,7,12/02/2023,NO
60,30084,2,1,1,5,8,12/02/2023,NO
60,30083,4,4,6,7,8,12/02/2023,SI
60,30082,9,8,7,7,4,11/02/2023,NO
60,30081,2,2,6,4,2,11/02/2023,SI
60,30080,6,9,8,4,5,11/02/2023,NO
60,30079,3,3,9,5,0,11/02/2023,NO
60,30078,7,9,8,5,0,11/02/2023,NO
60,30077,6,5,1,1,5,10/02/2023,SI
60,30076,3,8,8,5,8,10/02/2023,NO
60,30075,7,0,2,8,6,10/02/2023,SI
60,30074,7,9,8,8,6,10/02/2023,NO
60,30073,6,6,4,7,7,10/02/2023,NO
60,30072,2,7,4,4,9,09/02/2023,NO
60,30071,1,7,2,4,1,09/02/2023,NO
60,30070,3,5,7,2,8,09/02/2023,SI
60,30069,3,1,7,5,1,09/02/2023,NO
60,30068,3,1,2,8,4,09/02/2023,NO
60,30067,4,8,8,5,9,08/02/2023,SI
60,30066,3,9,8,8,2,08/02/2023,NO
60,30065,3,4,2,8,6,08/02/2023,NO
60,30064,9,1,7,8,4,08/02/2023,NO
60,30063,2,0,2,3,7,08/02/2023,NO
60,30062,8,2,6,1,1,07/02/2023,SI
60,30061,2,9,9,7,0,07/02/2023,SI
60,30060,1,3,2,2,8,07/02/2023,SI
60,30059,5,1,5,4,5,07/02/2023,NO
60,30058,1,8,8,7,6,07/02/2023,NO
60,30057,7,4,0,1,2,06/02/2023,NO
60,30056,6,6,1,1,6,06/02/2023,SI
60,30055,5,8,1,1,8,06/02/2023,NO
60,30054,5,1,7,9,7,06/02/2023,SI
60,30053,7,4,6,8,9,06/02/2023,NO
60,30052,0,0,2,0,0,05/02/2023,NO
60,30051,2,3,6,0,8,05/02/2023,SI
60,30050,6,2,5,8,2,05/02/2023,NO
60,30049,1,2,3,9,2,05/02/2023,NO
60,30048,0,6,5,4,2,05/02/2023,NO
60,30047,7,4,6,7,0,04/02/2023,SI
60,30046,5,6,2,1,5,04/02/2023,NO
60,30045,7,6,7,2,0,04/02/2023,NO
60,30044,6,0,8,0,2,04/02/2023,NO
60,30043,0,3,5,3,8,04/02/2023,NO
60,30042,6,8,3,9,3,03/02/2023,NO
60,30041,0,4,2,6,9,03/02/2023,SI
60,30040,1,8,0,2,9,03/02/2023,NO
60,30039,1,7,1,6,2,03/02/2023,SI
60,30038,5,2,1,6,6,03/02/2023,NO
60,30037,4,3,3,0,0,02/02/2023,SI
60,30036,0,9,7,5,6,02/02/2023,SI
60,30035,4,5,4,3,0,02/02/2023,SI
60,30034,4,6,9,9,5,02/02/2023,NO
60,30033,3,7,2,7,9,02/02/2023,NO
60,30032,4,2,2,6,4,01/02/2023,SI
60,30031,7,4,4,8,7,01/02/2023,NO
60,30030,8,1,5,5,3,01/02/2023,NO
60,30029,7,0,1,6,9,01/02/2023,NO
60,30028,9,7,3,1,3,01/02/2023,NO
60,30027,9,8,2,6,8,31/01/2023,NO
60,30026,1,2,6,4,0,31/01/2023,SI
60,30025,6,2,9,0,1,31/01/2023,NO
60,30024,3,6,8,4,2,31/01/2023,NO
60,30023,2,5,2,1,8,31/01/2023,NO
60,30022,4,0,3,6,2,30/01/2023,SI
60,30021,3,9,6,2,6,30/01/2023,NO
60,30020,4,4,1,9,1,30/01/2023,SI
60,30019,3,1,8,9,5,30/01/2023,NO
60,30018,7,1,6,5,7,30/01/2023,NO
60,30017,4,1,6,8,1,29/01/2023,SI
60,30016,0,3,4,8,3,29/01/2023,SI
60,30015,6,1,0,8,4,29/01/2023,NO
60,30014,3,9,9,0,6,29/01/2023,NO
60,30013,8,4,3,1,4,29/01/2023,NO
60,30012,2,8,7,4,7,28/01/2023,SI
60,30011,0,8,2,2,2,28/01/2023,NO
60,30010,2,3,7,5,8,28/01/2023,NO
60,30009,9,8,7,6,5,28/01/2023,SI
60,30008,9,5,2,2,7,28/01/2023,NO
60,30007,2,3,9,7,8,27/01/2023,NO
60,30006,6,5,2,1,6,27/01/2023,NO
60,30005,2,9,8,6,9,27/01/2023,NO
60,30004,3,9,1,5,7,27/01/2023,SI
60,30003,6,3,1,6,0,27/01/2023,NO
60,30002,2,2,0,4,0,26/01/2023,SI
60,30001,3,1,9,4,2,26/01/2023,NO
60,30000,7,8,5,8,6,26/01/2023,SI
60,29999,0,1,7,7,4,26/01/2023,NO
60,29998,7,2,3,9,3,26/01/2023,NO
60,29997,9,7,1,9,2,25/01/2023,NO
60,29996,2,1,2,8,1,25/01/2023,SI
60,29995,0,5,9,5,0,25/01/2023,SI
60,29994,3,6,7,6,5,25/01/2023,SI
60,29993,6,9,8,0,8,25/01/2023,NO
60,29992,0,6,8,9,8,24/01/2023,NO
60,29991,8,1,7,3,7,24/01/2023,NO
60,29990,8,8,8,2,2,24/01/2023,SI
60,29989,2,1,6,3,0,24/01/2023,NO
60,29988,1,5,0,0,9,24/01/2023,SI
60,29987,2,2,3,2,4,23/01/2023,NO
60,29986,3,7,5,5,8,23/01/2023,SI
60,29985,4,1,4,1,9,23/01/2023,SI
60,29984,5,4,7,0,5,23/01/2023,NO
60,29983,4,4,3,0,9,23/01/2023,NO
60,29982,3,9,2,6,6,22/01/2023,NO
60,29981,4,9,7,8,8,22/01/2023,NO
60,29980,8,4,3,5,5,22/01/2023,SI
60,29979,0,9,4,5,5,22/01/2023,NO
60,29978,9,0,8,3,9,22/01/2023,NO
60,29977,7,7,0,3,5,21/01/2023,SI
60,29976,0,7,6,6,5,21/01/2023,NO
60,29975,6,4,9,7,2,21/01/2023,NO
60,29974,0,7,2,4,7,21/01/2023,NO
60,29973,9,5,6,4,1,21/01/2023,SI
60,29972,8,2,5,9,8,20/01/2023,SI
60,29971,8,2,1,3,4,20/01/2023,NO
60,29970,5,8,6,0,0,20/01/2023,NO
60,29969,5,4,8,6,8,20/01/2023,NO
60,29968,3,1,3,1,3,20/01/2023,NO
60,29967,7,8,9,4,9,19/01/2023,NO
60,29966,3,1,6,5,0,19/01/2023,SI
60,29965,3,7,2,6,4,19/01/2023,NO
60,29964,9,4,9,4,3,19/01/2023,SI
60,29963,8,3,2,8,7,19/01/2023,NO
60,29962,9,6,3,2,1,18/01/2023,NO
60,29961,9,0,2,6,5,18/01/2023,NO
60,29960,9,6,6,2,4,18/01/2023,NO
60,29959,2,9,9,0,7,18/01/2023,NO
60,29958,2,8,6,6,6,18/01/2023,NO
60,29957,4,6,6,7,3,17/01/2023,NO
60,29956,9,1,2,9,0,17/01/2023,NO
60,29955,2,9,3,7,2,17/01/2023,NO
